Title,Description,Link,Published Date
How one Wisconsin man plagued election offices and stoked mistrust,"<p>Peter Bernegger has brought at least 18 lawsuits against election clerks and offices over alleged fraud – now he faces criminal charges</p><p>Peter Bernegger has spent the last three and a half years bombarding local election offices in Wisconsin with litigation and accusations of fraud. He’s brought at least 18 lawsuits against election clerks and offices in state court, and on social media, he has relentlessly promoted his litigation and circulated false claims about election fraud in the swing state.</p><p>His campaign has recently landed him in legal trouble – Bernegger now faces criminal charges for allegedly falsifying a subpoena in connection with a lawsuit against the state’s top election office.</p> <a href=""https://www.theguardian.com/us-news/2024/apr/27/peter-bernegger-wisconsin-election-denier"">Continue reading...</a>",https://www.theguardian.com/us-news/2024/apr/27/peter-bernegger-wisconsin-election-denier,2024-04-27 16:00:39
‘Everyone knows something’s going to happen’: fears of a new war on Israel’s border with Lebanon,"<p>As hostilities ramp up, Israelis evacuated from the country’s north say Hezbollah must be pushed back to protect communities from its rockets</p><p>For the Israeli communities evacuated from the country’s far north in the aftermath of 7 October, there is no longer any doubt about whether full-scale war with Hezbollah in Lebanon is going to happen. For most people, the only question is when.</p><p>Nissan Zeevi, 40, has spent the past six months working as a first responder in Kfar Giladi, a kibbutz that grows apples and avocados. His wife and two young boys are living near the Sea of Galilee and are yet to come home; it’s just him, bulldog Joy, and his M16 rifle, keeping an eye on the Lebanese villages and Hezbollah outposts clearly visible from the garden, just a few kilometres away.</p> <a href=""https://www.theguardian.com/world/2024/apr/27/fears-of-new-war-israel-border-with-lebanon"">Continue reading...</a>",https://www.theguardian.com/world/2024/apr/27/fears-of-new-war-israel-border-with-lebanon,2024-04-27 15:31:05
"How the Trump trial is playing in Maga world: sublime indifference, collective shrug","<p>The hush-money criminal trial receives less prominence in conservative media, and when Trump-friendly networks do turn to the trial, they give viewers an alternative narrative</p><p>In one America, he cuts a diminished, humbled figure during coverage that runs from morn till night. “He seems considerably older and he seems annoyed, resigned, maybe angry,” <a href=""https://www.msnbc.com/jose-diaz-balart/watch/-miserable-and-annoyed-what-rachel-maddow-saw-inside-trump-s-criminal-trial-209477189578"">said broadcaster Rachel Maddow</a> after seeing Donald Trump up close in court. “He seems like a man who is miserable to be here.”</p><p>But in the other America – that of Fox News, far-right podcasts and the Make America Great Again (Maga) base – the trial of the former president over a case involving a hush-money payment to an adult film performer is playing out very differently.</p> <a href=""https://www.theguardian.com/us-news/2024/apr/27/trump-hush-money-trial-maga-base"">Continue reading...</a>",https://www.theguardian.com/us-news/2024/apr/27/trump-hush-money-trial-maga-base,2024-04-27 14:39:40
‘These people matter’: why Diana Matar photographs the sites where US police have killed civilians,"<p>The celebrated US photographer’s haunting new series, documenting the locations where people have died in encounters with police, is a quietly devastating commemoration and a critique of modern American culture</p><p>In their monochrome starkness, Diana Matar’s images of modern America possess a melancholic undertow that is both familiar and unsettling. Whether a deserted backroad fringed with sun-burnished grass in rural Texas or a single-storey liquor store in a sprawling Californian suburb, there is the sense that these often nondescript places are not where locals tend to linger, never mind gather to mourn and to remember.</p><p>And yet the 110 photographs in her new book, <em>My America</em>, are of sites where civilians were killed by law enforcement officers across Texas, California, Oklahoma and New Mexico in 2015 and 2016. “I chose those four states because Texas and California are where most people die in encounters with law enforcement,” she says, “while Oklahoma and New Mexico have the highest <em>per capita</em> deaths. I would have liked to have photographed in other places like Chicago and Georgia, but I simply ran out of money.”</p> <a href=""https://www.theguardian.com/artanddesign/2024/apr/27/diana-matar-my-america-photographs-the-sites-where-us-police-have-killed-civilians"">Continue reading...</a>",https://www.theguardian.com/artanddesign/2024/apr/27/diana-matar-my-america-photographs-the-sites-where-us-police-have-killed-civilians,2024-04-27 16:00:39
She was told her babies were dead. Instead they were sold abroad. What happened when she met them 40 years on?,"<p>Four families torn apart by Chile’s illegal adoption scandal finally found each other decades later. They describe the emotional moment they met – and how they pieced together the lives they had spent apart</p><p>For Sara Melgarejo, the wait at Santiago airport was agonising. The 65-year-old had travelled about 30km north from&nbsp;San Bernardo, a working-class suburb of the Chilean capital, for the reunion. She walked the length of the building trying to calm her nerves, holding her breath for the arrival of the two children she had spent the last 40 years believing were dead. “My heart was racing and my body was trembling,” she says, “but I felt pure joy.”</p><p>Siblings Sean Ours, 40, and Emily Reid, 39, walked into arrivals together, having arrived on a flight from the US. Even though they had never met Sara in person,&nbsp;there was no question that she was their biological mother – they share the same eyes, the same infectious smile.</p> <a href=""https://www.theguardian.com/society/2024/apr/27/chile-forced-adoption-scandal"">Continue reading...</a>",https://www.theguardian.com/society/2024/apr/27/chile-forced-adoption-scandal,2024-04-27 12:00:35
‘Is it aliens?’: how a mysterious star could help the search for extraterrestrial life,"<p>Scientists hope studies into Boyajian’s star could lead to enhanced techniques for identifying distant planetary civilisations</p><p>It is our galaxy’s strangest star, a flickering globe of light whose sporadic and unpredictable output has baffled astronomers for years. But now the study of Boyajian’s star is being promoted as a research model that could help in one of the most intriguing of all scientific quests: finding intelligent life on other worlds.</p><p>This is the argument that Oxford University astrophysicist Prof Chris Lintott will make at a public lecture – Is it Aliens? The Most Unusual Star in the Galaxy – at a Gresham College lecture in Conway Hall, central London on Monday. His prime target will be Boyajian’s star, sometimes nicknamed Tabby’s star after scientist Tabetha Boyajian, in the constellation Cygnus whose odd dimming and brightening has been the subject of intense study by space probes and observatories in recent years.</p> <a href=""https://www.theguardian.com/science/2024/apr/27/is-it-aliens-how-a-mysterious-star-could-help-the-search-for-extraterrestrial-life"">Continue reading...</a>",https://www.theguardian.com/science/2024/apr/27/is-it-aliens-how-a-mysterious-star-could-help-the-search-for-extraterrestrial-life,2024-04-27 11:00:36
Rick Astley: ‘I’m boring away from the spotlight – that’s why my life works’,"<p>The singer, 58, on staying sane, why he isn’t afraid of getting his hands dirty and how the internet gave his most famous song a new lease of life</p><p><strong>Being </strong><strong>10 years</strong> younger than my older siblings meant I was bombarded with music from a young age. My older sister, Jane, and brother, John, played records relentlessly. My sister was obsessed with Motown, but also prog rock. The first band I ever saw live was Supertramp.<br><br><strong>My dad ran</strong> a little garden centre and it made me realise that if you run your own business, you can run your own life. I inherited his work ethic. We all worked at his garden centre after school and at weekends. I was never frightened of getting my hands dirty, often literally.<br><br><strong>My parents divorced</strong> when I was five and it had a huge impact on me. We lived at my dad’s house for a bit, because my mum had a breakdown. She had five children in total. The middle one, David, died of meningitis. I think she’d had enough and went to live at my grandma’s. The whole experience left me scarred. It made me realise anything can happen at any time and you can’t even rely on the biggest thing you want to count on: your parents being there for you.<br><br><strong>The internet gave</strong> Never Gonna Give You Up a second life. There’s a generation of people whose kids are saying to them, “Oh, I love this tune,” and the parents are going, “How do you even know who this bloke is?”<br><br><strong><a href=""https://www.theguardian.com/music/2023/dec/31/rick-astley-80s-pop-idol-bbc-new-year-special-star-meme"">Singing on stage</a></strong><a href=""https://www.theguardian.com/music/2023/dec/31/rick-astley-80s-pop-idol-bbc-new-year-special-star-meme""> with Foo Fighters</a> was surreal. The first time it happened was at a festival in Japan. Dave Grohl had seen I was on the bill on another stage and, when they were playing, suddenly invited me on to sing Never Gonna Give You Up. I was a bit jet lagged and I’d had a few beers. Then I’m singing my song in front of tens of thousands of people.<br><br><strong>I’m pretty boring</strong> away from the spotlight, but that’s why my life works. When I’m in the spotlight, I’m full of adrenaline and emotion. When I’m off stage, my favourite thing to do is to go for a walk.</p><p><strong>My ambition</strong> for the future is to remain sane. Seriously. My plan to achieve this is by doing less. <br><br><strong>One of the pitfalls</strong> of a pop career is that you do something exciting and then think, “We have to do it again – but with more lights.” Some artists can do that. Others need to take stock. I think one of the keys to sanity is having a sense of perspective. It can’t all be Glastonbury. <br><br><strong>I can guarantee</strong> that Never Gonna Give You Up will not be played at my funeral. I certainly won’t be playing it and I don’t think anyone else will be playing it either. I don’t even know if I want to be remembered. I think the music almost lives in its own world. I’d prefer to be remembered for being a decent person.</p> <a href=""https://www.theguardian.com/lifeandstyle/2024/apr/27/rick-astley-im-boring-away-from-the-spotlight-thats-why-my-life-works"">Continue reading...</a>",https://www.theguardian.com/lifeandstyle/2024/apr/27/rick-astley-im-boring-away-from-the-spotlight-thats-why-my-life-works,2024-04-27 13:00:35
All play and no work: a fun renovation in Mexico City,"<p>A home in an old office block clocks on a new look</p><p>How do Europeans live in such grey, beige places? I’m happy waking up in a&nbsp;pink room. Vibrant colours make you joyful; you will never be sad with pink and red,” laughs artist and gallery owner Carlos Rittner from his apartment in Mexico City.</p><p>From the exterior, the 1940s converted office block, which is a stone’s throw from the Zócalo plaza, the world’s largest city square, is modest, but step through the banana-yellow front door and you are instantly transported into an art installation.</p> <a href=""https://www.theguardian.com/lifeandstyle/2024/apr/27/all-play-and-no-work-a-fun-renovation-in-mexico-city"">Continue reading...</a>",https://www.theguardian.com/lifeandstyle/2024/apr/27/all-play-and-no-work-a-fun-renovation-in-mexico-city,2024-04-27 15:00:38
"Like father, like son? The complex factors that shape a parent’s influence on their child","<p>Scientific studies cannot agree on the relative importance of genes and environment on how we turn out as adults</p><p>The eternal mystery of how much we are shaped by our parents – or how much we shape our children – was stirred again last week with the publication of a study that suggests that we are less like our parents than we had previously thought.</p><p>Led by René Mõttus of Edinburgh University’s department of psychology, the study looked at more than 1,000 pairs of relatives to establish how likely children are to inherit what psychologists call the “big five” or “Ocean” personality traits: openness, conscientiousness, extraversion, agreeableness and neuroticism.</p> <a href=""https://www.theguardian.com/lifeandstyle/2024/apr/27/like-father-like-son-the-complex-factors-that-shape-a-parents-influence-on-their-child"">Continue reading...</a>",https://www.theguardian.com/lifeandstyle/2024/apr/27/like-father-like-son-the-complex-factors-that-shape-a-parents-influence-on-their-child,2024-04-27 15:00:38
‘We live in a golden time of exploration’: astronomer Lisa Kaltenegger on the hunt for signs of extraterrestrial life,"<p>Austrian astronomer Lisa Kaltenegger has spent her life hunting for signs of life in the universe. Here she talks about aliens, space exploration and why studying cosmology is like eating pizza</p><p>Staring into the abyss… Am I really reaching anyone out there?” Lisa Kaltenegger is laughing about the unsatisfactory experience of teaching astrophysics over Zoom during Covid lockdowns, but she could be talking about her vocation: trying to discover if there’s life beyond our solar system.</p><p>Kaltenegger founded <a href=""https://carlsaganinstitute.cornell.edu/"">the Carl Sagan Institute</a> in 2015 to investigate just that. A burst of sunny energy and infectious enthusiasm on a grey day, she’s speaking to me from the legendary extraterrestrial life researcher’s old office, now hers, overlooking the leafy Cornell campus in upstate New York. The institute brings together researchers across a range of disciplines to work out what signs of life on other planets might look like from here, so that we recognise them if (or when) we find them.</p> <a href=""https://www.theguardian.com/science/2024/apr/27/we-live-in-a-golden-time-of-exploration-astronomer-lisa-kaltenegger-on-the-hunt-for-signs-of-extraterrestrial-life"">Continue reading...</a>",https://www.theguardian.com/science/2024/apr/27/we-live-in-a-golden-time-of-exploration-astronomer-lisa-kaltenegger-on-the-hunt-for-signs-of-extraterrestrial-life,2024-04-27 15:00:39
The ‘boring phone’: stressed-out gen Z ditch smartphones for dumbphones,"<p>The feature-free phone, launched at Milan design week, is the latest device to tap into young people’s concerns about attention-harvesting and data privacy</p><p>It’s almost enough to make you stop doomscrolling: dull devices are now cool.</p><p>The Boring Phone is a new, featureless flip phone that is feeding the growing appetites of younger people who want to bin their smartphones in favour of a dumbphone.</p> <a href=""https://www.theguardian.com/society/2024/apr/27/the-boring-phone-stressed-out-gen-z-ditch-smartphones-for-dumbphones"">Continue reading...</a>",https://www.theguardian.com/society/2024/apr/27/the-boring-phone-stressed-out-gen-z-ditch-smartphones-for-dumbphones,2024-04-27 13:00:37
"Manchester United 1-1 Burnley, Sheffield United relegated after rout – live","<ul><li>All the action from the 3pm BST Premier League kick-offs</li><li><a href=""https://www.theguardian.com/football/live"">Live scoreboard</a> | <a href=""https://www.theguardian.com/football/2024/apr/27/julen-lopetegui-west-ham-david-moyes-milan-football"">Lopetegui set for Milan</a> | <a href=""mailto:scott.murray.casual@theguardian.com"">And drop Scott a mail</a></li></ul><p><strong>FULL TIME: West Ham United 2-2 Liverpool.</strong> Jacob Steinberg was at the London Stadium this lunchtime, to witness what was surely the end of Liverpool’s title challenge. Here’s his report.</p><p><strong>The final round of fixtures in League One are complete.</strong> Derby County are promoted as a result of their home victory over Carlisle, while Oxford and Barnsley confirm their spots in the play-offs. Barnsley only just made it through, despite conceding a 96th-minute equaliser, as Lincoln and Blackpool both failed to win. Cheltenham’s defeat at Stevenage condemns them to fourth-tier football next season.</p><p>Barnsley 1-1 Northampton Town</p><p>Derby County 2-0 Carlisle United</p><p>Exeter City 1-2 Oxford United</p><p>Fleetwood Town 3-0 Burton Albion</p><p>Lincoln City 0-2 Portsmouth</p><p>Peterborough United 3-3 Bolton Wanderers</p><p>Port Vale 0-0 Cambridge United</p><p>Reading 3-2 Blackpool</p><p>Shrewsbury Town 1-3 Leyton Orient</p><p>Stevenage 2-1 Cheltenham Town</p><p>Wigan Athletic 2-0 Bristol Rovers</p><p>Wycombe Wanderers 1-0 Charlton Athletic</p> <a href=""https://www.theguardian.com/football/live/2024/apr/27/manchester-united-v-burnley-newcastle-v-sheffield-united-and-more-live"">Continue reading...</a>",https://www.theguardian.com/football/live/2024/apr/27/manchester-united-v-burnley-newcastle-v-sheffield-united-and-more-live,2024-04-27 16:19:48
France v England: Women’s Six Nations title decider – live,"<ul><li>Six Nations updates from the 4.45pm BST kick-off in Bordeaux</li><li><a href=""https://www.theguardian.com/sport/series/breakdown"">Sign up for The Breakdown</a> | And <a href=""mailto:alex.reid@theguardian.com"">send your thoughts to Alex</a></li></ul><p><strong>John Mitchell speaks to BBC TV. The Red Roses coach</strong> <strong>urges his side</strong>: “We must keep the emotions calm so people can be decisive under pressure.” But he’s also keen for a challenge. “Today will be a different story [than against Ireland]. Today will be an arm-wrestle and we’re ready for it. We can’t wait.”</p><p><strong>It’s dry in Bordeaux!</strong> (insert wine pun of your choice here). The rain has stopped and the tricolour flags are being waved fervently inside the Stade Chaban-Delmas.</p> <a href=""https://www.theguardian.com/sport/live/2024/apr/27/france-v-england-womens-six-nations-title-decider-live"">Continue reading...</a>",https://www.theguardian.com/sport/live/2024/apr/27/france-v-england-womens-six-nations-title-decider-live,2024-04-27 16:20:51
"Chelsea v Barcelona: Women’s Champions League semi-final, second leg – live","<ul><li>Champions League semi-final, 5.30pm BST kick-off (<a href=""https://www.theguardian.com/football/2024/apr/20/barcelona-chelsea-womens-champions-league-semi-final-match-report"">first leg: 1-0</a>)</li><li><a href=""https://www.theguardian.com/football/2024/apr/27/psg-lyon-womens-champions-league-semi-final-second-leg-friendships"">PSG v Lyon match preview</a> | And <a href=""mailto:will.unwin.casual@guardian.co.uk"">send your thoughts to Will</a></li></ul><p><strong>Emma Hayes:</strong> “You have to try to make it like any other game. You can’t build things up too much, it takes too much energy away from what you have to do on the pitch.”</p><p><strong>Why not just wear the shirt?</strong></p> <a href=""https://www.theguardian.com/football/live/2024/apr/27/chelsea-v-barcelona-womens-champions-league-semi-final-second-leg-live"">Continue reading...</a>",https://www.theguardian.com/football/live/2024/apr/27/chelsea-v-barcelona-womens-champions-league-semi-final-second-leg-live,2024-04-27 16:14:43
‘There’s going to be fire if I speak’: Salah adds fuel to touchline row with Klopp,"<ul><li>Liverpool forward was pulled away from coach by Darwin Núñez</li><li>Klopp: ‘We spoke in the dressing room … it is done for me’</li></ul><p>Mohamed Salah ruined Jürgen Klopp’s attempt to play down his touchline row with the winger by saying there would be “fire” if he stopped to speak after Liverpool’s faltering title challenge suffered another blow in their <a href=""https://www.theguardian.com/football/2024/apr/27/west-ham-liverpool-premier-league-match-report"">2-2 draw at West Ham</a>.</p><p>Salah, who was dropped after <a href=""https://www.theguardian.com/football/2024/apr/24/not-good-enough-jurgen-klopp-apologies-for-liverpools-defeat-against-everton-premier-league"">Liverpool’s midweek defeat at Everton</a>, cut a disgruntled figure while he was waiting to come off the bench at the London Stadium. The winger reacted badly after Klopp, whose side were chasing a late winner after squandering a 2-1 lead, tried to speak to him. The incident ended with Darwin Núñez, another substitute, having to pull Salah away from Liverpool’s manager.</p> <a href=""https://www.theguardian.com/football/2024/apr/27/mohamed-salah-jurgen-klopp-row-going-to-be-fire-liverpool"">Continue reading...</a>",https://www.theguardian.com/football/2024/apr/27/mohamed-salah-jurgen-klopp-row-going-to-be-fire-liverpool,2024-04-27 15:46:38
Everton v Brentford: Premier League – live,"<ul><li>Premier League updates, 5.30pm BST kick-off at Goodison Park</li><li><a href=""https://www.theguardian.com/football/live"">Live scoreboard</a> | <a href=""https://www.theguardian.com/football/2024/apr/27/west-ham-liverpool-premier-league-match-report"">West Ham 2-2 Liverpool</a> | And <a href=""mailto:barry.glendenning@theguardian.com"">drop Barry a mail</a></li></ul><p><strong>Sean Dyche:</strong> In an interview with Sky Sports, the Everton manager explains that Dominic Calvert-Lewin is ill and carrying a couple of knocks. Vitaly Mykolenko is out with an ankle injury that “he’ll take a bit of time to recover from”.</p><p>On the similarities between Brentford and Everton’s form coming into this game: “I jusat spoke to Thomas and he’s somebody I respect and know reasonably well. We were saying that one of the conundrums of how we both hadn’t won games for long periods despite pretty decent performances and it’s just one of those things you have to come out of. We’ve both done that in our own ways and now we’ve parked that, we want to take these on and try to win the game.”</p><p><a href=""https://www.theguardian.com/football/premierleague/table"">View the Premier League table</a></p> <a href=""https://www.theguardian.com/football/live/2024/apr/27/everton-v-brentford-premier-league-live"">Continue reading...</a>",https://www.theguardian.com/football/live/2024/apr/27/everton-v-brentford-premier-league-live,2024-04-27 16:19:24
PSG and Lyon cast friendships aside before Champions League return,"<p>Respect is mutual between Sakina Karchaoui and Eugénie Le Sommer, but only one of their teams will reach the final </p><p>“There is no friendship on the pitch,” says the Lyon forward Eugénie Le Sommer. Paris Saint-Germain’s full-back Sakina Karchaoui echoes those sentiments: “Before the match and after the match, yes, but during the match? No friends. We cut contact the days before the match, but once the match is over, we love to tease each other depending on the result.”</p><p>For PSG there has been scant opportunity to brag. They have barely dented Lyon’s Division 1 Feminine run of 16 titles, 2021 being the outlier when PSG finished top for the first time. In the Champions League PSG have twice been runners-up, to Frankfurt and Lyon, while Lyon have won the tournament a record eight times.</p> <a href=""https://www.theguardian.com/football/2024/apr/27/psg-lyon-womens-champions-league-semi-final-second-leg-friendships"">Continue reading...</a>",https://www.theguardian.com/football/2024/apr/27/psg-lyon-womens-champions-league-semi-final-second-leg-friendships,2024-04-27 11:42:31
Judd Trump would not ‘get out of bed’ for rival snooker tour after rejecting offer,"<ul><li>2019 champion beats Tom Ford 13-7 to book spot in last eight</li><li>Trump admits to struggling with conditions of Crucible table</li></ul><p>Judd Trump has revealed he rejected offers to join a rival snooker tour after cruising into the quarter-finals of the world championship with a 13-7 win over Tom Ford at the Crucible.</p><p>Trump says he has no interest in the prospective LIV-style breakaway, which is understood to emanate from east Asia and requires a commitment to play in eight regular events plus a grand final in exchange for a six-figure sign-on fee.</p> <a href=""https://www.theguardian.com/sport/2024/apr/27/judd-trump-world-snooker-championship"">Continue reading...</a>",https://www.theguardian.com/sport/2024/apr/27/judd-trump-world-snooker-championship,2024-04-27 11:25:50
